Boat Type,Class,Club,Country,Place,Distance,Race Number,Time (s),Time,Round,ResultsPage,RoundNr,RoundSummary
V6,Junior 19 Men,CanWest,Canada,4,500,331,124.24,2:04.24,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/331,1,Heat
V6,Junior 19 Men,H Lokahi (H1),Hawai'i,3,500,331,120.36,2:00.36,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/331,1,Heat
V6,Junior 19 Men,H Lokahi (H2),Hawai'i,7,500,331,136.08,2:16.08,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/331,1,Heat
V6,Junior 19 Men,Horouta Waka Ama - Tornado Sirens,New Zealand,2,500,331,119.9,1:59.90,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/331,1,Heat
V6,Junior 19 Men,Nga Hoe Horo - Black Broncos,New Zealand,1,500,331,115.49,1:55.49,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/331,1,Heat
V6,Junior 19 Men,PACIFICOS,Chile,6,500,331,127.03,2:07.03,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/331,1,Heat
V6,Junior 19 Men,31 Hawaiian,Hawai'i,5,500,332,122.42,2:02.42,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/332,1,Heat
V6,Junior 19 Men,4 Lanikai - Green,Hawai'i,3,500,332,118.99,1:58.99,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/332,1,Heat
V6,Junior 19 Men,53 Keaukaha,Hawai'i,4,500,332,121.15,2:01.15,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/332,1,Heat
V6,Junior 19 Men,Horouta Waka Ama - 2005 Toyota Corolla,New Zealand,1,500,332,116.11,1:56.11,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/332,1,Heat
V6,Junior 19 Men,Nga Hoe Horo - Black Hammers,New Zealand,2,500,332,117.79,1:57.79,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/332,1,Heat
V6,Junior 19 Men,Te Aputa Tira Hoe - Underage,New Zealand,6,500,332,128.41,2:08.41,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/332,1,Heat
V6,Master 40 Men,4 Lanikai,Hawai'i,3,1000,333,302.84,5:02.84,Final,https://www.liveresults.co.nz/competition/438/schedule/race/333,5,Final
V6,Master 40 Men,Akarana - Hoe Toa,New Zealand,1,1000,333,291.88,4:51.88,Final,https://www.liveresults.co.nz/competition/438/schedule/race/333,5,Final
V6,Master 40 Men,HE'E NALU,Brazil,5,1000,333,307.86,5:07.86,Final,https://www.liveresults.co.nz/competition/438/schedule/race/333,5,Final
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,4,1000,333,304.72,5:04.72,Final,https://www.liveresults.co.nz/competition/438/schedule/race/333,5,Final
V6,Master 40 Men,Te Waka Pounamu - Aoraki Matatu,New Zealand,2,1000,333,298.62,4:58.62,Final,https://www.liveresults.co.nz/competition/438/schedule/race/333,5,Final
V6,Master 60 Women,10 Waimanalo,Hawai'i,2,1000,334,355.84,5:55.84,Final,https://www.liveresults.co.nz/competition/438/schedule/race/334,5,Final
V6,Master 60 Women,37 Lae'ula O Kai,Hawai'i,5,1000,334,359.19,5:59.19,Final,https://www.liveresults.co.nz/competition/438/schedule/race/334,5,Final
V6,Master 60 Women,4 Lanikai,Hawai'i,1,1000,334,349.95,5:49.95,Final,https://www.liveresults.co.nz/competition/438/schedule/race/334,5,Final
V6,Master 60 Women,60D Waikoloa,Hawai'i,4,1000,334,358.77,5:58.77,Final,https://www.liveresults.co.nz/competition/438/schedule/race/334,5,Final
V6,Master 60 Women,85 Kaiola,Hawai'i,3,1000,334,357.05,5:57.05,Final,https://www.liveresults.co.nz/competition/438/schedule/race/334,5,Final
V6,Junior 19 Women,31 Hawaiian,Hawai'i,4,500,335,136.37,2:16.37,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/335,1,Heat
V6,Junior 19 Women,53 Keaukaha,Hawai'i,5,500,335,145.97,2:25.97,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/335,1,Heat
V6,Junior 19 Women,86 Kilohana,Hawai'i,3,500,335,134.29,2:14.29,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/335,1,Heat
V6,Junior 19 Women,Horouta Waka Ama - Suzuki Swift,New Zealand,1,500,335,132.96,2:12.96,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/335,1,Heat
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Red,New Zealand,6,500,335,149.89,2:29.89,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/335,1,Heat
V6,Junior 19 Women,Tiare Ki Tai,New Zealand,2,500,335,133.64,2:13.64,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/335,1,Heat
V6,Junior 19 Women,CanWest,Canada,4,500,336,144.61,2:24.61,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/336,1,Heat
V6,Junior 19 Women,H Lokahi,Hawai'i,5,500,336,150.62,2:30.62,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/336,1,Heat
V6,Junior 19 Women,Horouta Waka Ama - Manawahine,New Zealand,1,500,336,127.85,2:07.85,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/336,1,Heat
V6,Junior 19 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,500,336,132.18,2:12.18,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/336,1,Heat
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Blue,New Zealand,3,500,336,133.26,2:13.26,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/336,1,Heat
V6,Master 60 Men,Aratika Water Sports - Tokomatua,New Zealand,4,1000,337,334.9,5:34.90,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/337,4,Semi-final
V6,Master 60 Men,Calgary Icemen,Canada,1,1000,337,323.42,5:23.42,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/337,4,Semi-final
V6,Master 60 Men,Horouta Waka Ama - Tokomaru,New Zealand,3,1000,337,332.58,5:32.58,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/337,4,Semi-final
V6,Master 60 Men,PRCC Ula Ula,Great Britain,2,1000,337,328.42,5:28.42,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/337,4,Semi-final
V6,Master 60 Men,Salish Sea OGs,Canada,5,1000,337,337.3,5:37.30,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/337,4,Semi-final
V6,Master 60 Men,87 Namolokama,Hawai'i,1,1000,338,327.27,5:27.27,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/338,4,Semi-final
V6,Master 60 Men,BASE HUNA,Brazil,5,1000,338,343.12,5:43.12,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/338,4,Semi-final
V6,Master 60 Men,Club Outrigger Whitsunday,Australia,3,1000,338,333.89,5:33.89,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/338,4,Semi-final
V6,Master 60 Men,PRCC Black,Great Britain,2,1000,338,333.6,5:33.60,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/338,4,Semi-final
V6,Master 60 Men,Vaa Paraty,Brazil,4,1000,338,341.69,5:41.69,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/338,4,Semi-final
V6,Master 50 Women,37 Lae'ula O Kai - Red,Hawai'i,5,500,339,149.11,2:29.11,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,85 Kaiola,Hawai'i,7,500,339,155.55,2:35.55,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,Calgary Canoe Club,Canada,8,500,339,161.02,2:41.02,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,California,USA,6,500,339,154.86,2:34.86,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,FNQ Far NorthQueensland,Australia,4,500,339,146.07,2:26.07,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,PRCC Na Wahine,Great Britain,3,500,339,144.91,2:24.91,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,Taniwha Outrigger Canoe - Taniwha Wahinez,New Zealand,1,500,339,137.81,2:17.81,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,Taranaki Outrigger Canoe - Hiringa,New Zealand,2,500,339,142.61,2:22.61,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/339,1,Heat
V6,Master 50 Women,Aratika Water Sports - Waitemata Wahine,New Zealand,5,500,340,153.32,2:33.32,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,CANOMAMA,Brazil,3,500,340,148.8,2:28.80,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,Horouta Waka Ama - Wahine Whalers,New Zealand,2,500,340,148.61,2:28.61,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,Hurricanes Moana (Ladies 50s),Great Britain,7,500,340,163.24,2:43.24,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,Mauna Kia,Canada,6,500,340,155.38,2:35.38,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,R Haleiwa Outrigger,Hawai'i,1,500,340,148.33,2:28.33,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,Salish Sea,Canada,8,500,340,172.34,2:52.34,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,Singapore Paddle Club,Singapore,4,500,340,150.4,2:30.40,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/340,1,Heat
V6,Master 50 Women,31 Hawaiian,Hawai'i,5,500,341,154.56,2:34.56,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/341,1,Heat
V6,Master 50 Women,4 Lanikai,Hawai'i,1,500,341,138.55,2:18.55,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/341,1,Heat
V6,Master 50 Women,BC Rapids,Canada,2,500,341,143.86,2:23.86,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/341,1,Heat
V6,Master 50 Women,False Creek Racing Canoe Club,Canada,3,500,341,144.87,2:24.87,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/341,1,Heat
V6,Master 50 Women,OCUK Master 50 Women,Great Britain,7,500,341,158.14,2:38.14,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/341,1,Heat
V6,Master 50 Women,Taranaki Outrigger Canoe - Titi Kowhai,New Zealand,4,500,341,154.18,2:34.18,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/341,1,Heat
V6,Master 50 Women,Wasabi,USA,6,500,341,155.53,2:35.53,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/341,1,Heat
V6,Master 50 Women,37 Lae'ula O Kai - Green,Hawai'i,3,500,342,153.5,2:33.50,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Women,California 2,USA,4,500,342,155.38,2:35.38,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Women,Club Outrigger Whitsunday,Australia,5,500,342,157.78,2:37.78,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Women,Fort Langley Canoe Club,Canada,8,500,342,169.28,2:49.28,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Women,MAKAIRA,Brazil,7,500,342,164.31,2:44.31,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Women,Royal Five-0 Wahines,Great Britain,2,500,342,150.33,2:30.33,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Women,Tai Tonga 41 Outrigger Canoe - Maia,New Zealand,6,500,342,160.41,2:40.41,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Women,TRIBO HOE,Brazil,1,500,342,142.66,2:22.66,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/342,1,Heat
V6,Master 50 Men,4 Lanikai,Hawai'i,1,1000,343,301.15,5:01.15,Final,https://www.liveresults.co.nz/competition/438/schedule/race/343,5,Final
V6,Master 50 Men,ESQUILO SPORTS,Brazil,5,1000,343,325.76,5:25.76,Final,https://www.liveresults.co.nz/competition/438/schedule/race/343,5,Final
V6,Master 50 Men,Horouta Waka Ama - Te Moana,New Zealand,4,1000,343,315.29,5:15.29,Final,https://www.liveresults.co.nz/competition/438/schedule/race/343,5,Final
V6,Master 50 Men,Mont-dore Shell Vaa 1,New Caledonia,2,1000,343,306.39,5:06.39,Final,https://www.liveresults.co.nz/competition/438/schedule/race/343,5,Final
V6,Master 50 Men,True North,Canada,3,1000,343,307.7,5:07.70,Final,https://www.liveresults.co.nz/competition/438/schedule/race/343,5,Final
V6,Junior 16 Men,31 Hawaiian,Hawai'i,3,1000,344,321.87,5:21.87,Final,https://www.liveresults.co.nz/competition/438/schedule/race/344,5,Final
V6,Junior 16 Men,4 Lanikai,Hawai'i,2,1000,344,315.9,5:15.90,Final,https://www.liveresults.co.nz/competition/438/schedule/race/344,5,Final
V6,Junior 16 Men,H Lokahi,Hawai'i,5,1000,344,348.02,5:48.02,Final,https://www.liveresults.co.nz/competition/438/schedule/race/344,5,Final
V6,Junior 16 Men,Horouta Waka Ama - Hianga,New Zealand,4,1000,344,322.26,5:22.26,Final,https://www.liveresults.co.nz/competition/438/schedule/race/344,5,Final
V6,Junior 16 Men,Horouta Waka Ama - Tama ki Te Rangi,New Zealand,1,1000,344,305.45,5:05.45,Final,https://www.liveresults.co.nz/competition/438/schedule/race/344,5,Final
V6,Master 60 Women,10 Waimanalo,Hawai'i,1,500,345,162.03,2:42.03,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Master 60 Women,Aratika Water Sports - Pohutukawa,New Zealand,7,500,345,174.16,2:54.16,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Master 60 Women,Calgary Canoe Club,Canada,2,500,345,163.02,2:43.02,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Master 60 Women,California,USA,3,500,345,164.53,2:44.53,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Master 60 Women,Fort Langley Canoe Club,Canada,8,500,345,174.43,2:54.43,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Master 60 Women,Hei Hei,Brazil,5,500,345,172.3,2:52.30,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Master 60 Women,Salish Sea,Canada,6,500,345,172.89,2:52.89,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Master 60 Women,Waitakere Outrigger Canoe - Nga Hau e Wha,New Zealand,4,500,345,167.48,2:47.48,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/345,2,Repecharge
V6,Junior 16 Women,31 Hawaiian,Hawai'i,5,1000,346,361.99,6:01.99,Final,https://www.liveresults.co.nz/competition/438/schedule/race/346,5,Final
V6,Junior 16 Women,86 Kilohana,Hawai'i,3,1000,346,352.26,5:52.26,Final,https://www.liveresults.co.nz/competition/438/schedule/race/346,5,Final
V6,Junior 16 Women,Horouta Waka Ama - Puhi Kai Ariki,New Zealand,1,1000,346,330.89,5:30.89,Final,https://www.liveresults.co.nz/competition/438/schedule/race/346,5,Final
V6,Junior 16 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,1000,346,333.77,5:33.77,Final,https://www.liveresults.co.nz/competition/438/schedule/race/346,5,Final
V6,Junior 16 Women,Nga Hoe Horo - Tiare ki Tua,New Zealand,4,1000,346,360.95,6:00.95,Final,https://www.liveresults.co.nz/competition/438/schedule/race/346,5,Final
V6,Master 70 Men,10 Waimanalo,Hawai'i,1,500,347,154.59,2:34.59,Final,https://www.liveresults.co.nz/competition/438/schedule/race/347,5,Final
V6,Master 70 Men,Calgary Icemen,Canada,2,500,347,165.15,2:45.15,Final,https://www.liveresults.co.nz/competition/438/schedule/race/347,5,Final
V6,Master 70 Men,False Creek Racing Canoe Club Kupuna Kane,Canada,3,500,347,167.48,2:47.48,Final,https://www.liveresults.co.nz/competition/438/schedule/race/347,5,Final
V6,Master 70 Men,PRCC Kapuna,Great Britain,4,500,347,170.37,2:50.37,Final,https://www.liveresults.co.nz/competition/438/schedule/race/347,5,Final
V6,Master 70 Men,Tauranga Moana - Koro Express,New Zealand,5,500,347,172.83,2:52.83,Final,https://www.liveresults.co.nz/competition/438/schedule/race/347,5,Final
V6,Master 40 Men,33 Kihei,Hawai'i,3,500,348,125.44,2:05.44,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Master 40 Men,35 Na Kai 'Ewalu,Hawai'i,8,500,348,128.51,2:08.51,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Master 40 Men,Calgary Canoe Club,Canada,4,500,348,126.82,2:06.82,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Master 40 Men,CARIOCA VA'A,Brazil,7,500,348,127.55,2:07.55,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Master 40 Men,Chinook,Canada,2,500,348,124.93,2:04.93,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,1,500,348,122.75,2:02.75,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Master 40 Men,Singapore Paddle Club,Singapore,6,500,348,127.42,2:07.42,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Master 40 Men,VIENTO SUR,Chile,5,500,348,127.41,2:07.41,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/348,2,Repecharge
V6,Open Women,33 Kihei,Hawai'i,1,1500,349,510.84,8:30.84,Final,https://www.liveresults.co.nz/competition/438/schedule/race/349,5,Final
V6,Open Women,4 Lanikai - Green,Hawai'i,2,1500,349,515.24,8:35.24,Final,https://www.liveresults.co.nz/competition/438/schedule/race/349,5,Final
V6,Open Women,He’e Nalu,Brazil,4,1500,349,532.85,8:52.85,Final,https://www.liveresults.co.nz/competition/438/schedule/race/349,5,Final
V6,Open Women,Hei Matau Paddlers - Waipahirere,New Zealand,3,1500,349,523.95,8:43.95,Final,https://www.liveresults.co.nz/competition/438/schedule/race/349,5,Final
V6,Open Women,Médoc33,France,5,1500,349,533.87,8:53.87,Final,https://www.liveresults.co.nz/competition/438/schedule/race/349,5,Final
V6,Master 75 Women,33 Kihei,Hawai'i,5,500,350,208.45,3:28.45,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/350,5,Final
V6,Master 75 Women,33 Kihei - Red,Hawai'i,1,500,350,191.94,3:11.94,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/350,5,Final
V6,Master 75 Women,4 Lanikai,Hawai'i,3,500,350,202.43,3:22.43,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/350,5,Final
V6,Master 75 Women,58 Keauhou,Hawai'i,4,500,350,205.16,3:25.16,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/350,5,Final
V6,Master 75 Women,Salish Sea,Canada,2,500,350,194.83,3:14.83,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/350,5,Final
V6,Master 80 Men,11 Anuenue,Hawai'i,1,500,351,180.53,3:00.53,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/351,5,Final
V6,Master 80 Men,11 Anuenue 2,Hawai'i,DQ,500,351,211.46,3:31.46,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/351,5,Final
V6,Master 50 Women,31 Hawaiian,Hawai'i,7,500,352,154.39,2:34.39,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Master 50 Women,37 Lae'ula O Kai - Red,Hawai'i,1,500,352,147.49,2:27.49,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Master 50 Women,Aratika Water Sports - Waitemata Wahine,New Zealand,3,500,352,148.9,2:28.90,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Master 50 Women,California 2,USA,6,500,352,153.22,2:33.22,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Master 50 Women,Club Outrigger Whitsunday,Australia,8,500,352,157.87,2:37.87,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Master 50 Women,FNQ Far NorthQueensland,Australia,2,500,352,148.56,2:28.56,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Master 50 Women,Singapore Paddle Club,Singapore,4,500,352,151.66,2:31.66,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Master 50 Women,Taranaki Outrigger Canoe - Titi Kowhai,New Zealand,5,500,352,152.15,2:32.15,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/352,2,Repecharge
V6,Open Women,Aratika Water Sports - Ohorere,New Zealand,2,500,353,142.03,2:22.03,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Women,Club Outrigger Whitsunday,Australia,8,500,353,160.06,2:40.06,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Women,Mooloolaba,Australia,5,500,353,144.27,2:24.27,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Women,ORCA,USA,3,500,353,142.47,2:22.47,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Women,PRCC Mahi Mahi,Great Britain,1,500,353,140.95,2:20.95,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Women,R Haleiwa Outrigger,Hawai'i,4,500,353,144.23,2:24.23,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Women,Singapore Paddle Club 2,Singapore,7,500,353,146.41,2:26.41,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Women,TURMA DO REMO,Brazil,6,500,353,145.65,2:25.65,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/353,2,Repecharge
V6,Open Men,4 Lanikai - White,Hawai'i,4,500,354,122.6,2:02.60,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Open Men,CANOMAMA,Brazil,1,500,354,117.97,1:57.97,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Open Men,ESQUILO SPORTS,Brazil,5,500,354,124.45,2:04.45,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Open Men,FCRCC Prime Primo Premier,Canada,2,500,354,121.97,2:01.97,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Open Men,H Lokahi,Hawai'i,7,500,354,124.65,2:04.65,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Open Men,Singapore Paddle Club 2,Singapore,3,500,354,122.28,2:02.28,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Open Men,VA'A LIFE,Brazil,6,500,354,124.61,2:04.61,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Open Men,VIENTO SUR,Chile,DNS,500,354,,"",Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/354,2,Repecharge
V6,Master 60 Men,87 Namolokama,Hawai'i,1,1000,355,322.02,5:22.02,Final,https://www.liveresults.co.nz/competition/438/schedule/race/355,5,Final
V6,Master 60 Men,Calgary Icemen,Canada,2,1000,355,323.02,5:23.02,Final,https://www.liveresults.co.nz/competition/438/schedule/race/355,5,Final
V6,Master 60 Men,Horouta Waka Ama - Tokomaru,New Zealand,4,1000,355,336.44,5:36.44,Final,https://www.liveresults.co.nz/competition/438/schedule/race/355,5,Final
V6,Master 60 Men,PRCC Black,Great Britain,5,1000,355,342.68,5:42.68,Final,https://www.liveresults.co.nz/competition/438/schedule/race/355,5,Final
V6,Master 60 Men,PRCC Ula Ula,Great Britain,3,1000,355,327.06,5:27.06,Final,https://www.liveresults.co.nz/competition/438/schedule/race/355,5,Final
V6,Master 60 Women,10 Waimanalo,Hawai'i,6,500,356,159.54,2:39.54,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,33 Island Masters,Hawai'i,4,500,356,154.18,2:34.18,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,37 Lae'ula O Kai,Hawai'i,3,500,356,152.85,2:32.85,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,4 Lanikai,Hawai'i,1,500,356,150.33,2:30.33,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,60D Waikoloa,Hawai'i,7,500,356,159.71,2:39.71,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,California,USA,8,500,356,167.5,2:47.50,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,Horouta Waka Ama - Hinewaiariki,New Zealand,2,500,356,152.03,2:32.03,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,Pacific Spirit,Canada,5,500,356,156.61,2:36.61,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/356,4,Semi-final
V6,Master 60 Women,85 Kaiola,Hawai'i,3,500,357,152.57,2:32.57,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/357,4,Semi-final
V6,Master 60 Women,Aratika Water Sports - Aratika Vahinez,New Zealand,1,500,357,151.44,2:31.44,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/357,4,Semi-final
V6,Master 60 Women,Calgary Canoe Club,Canada,7,500,357,161.7,2:41.70,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/357,4,Semi-final
V6,Master 60 Women,Club Outrigger Whitsunday,Australia,4,500,357,153.45,2:33.45,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/357,4,Semi-final
