Boat Type,Class,Club,Country,Place,Distance,Race Number,Time (s),Time,Round,ResultsPage
V6,Junior 16 Men,Horouta Waka Ama - Tama ki Te Rangi,New Zealand,1,1000,344,305.45,05:05.5,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/344
V6,Junior 16 Men,Horouta Waka Ama - Tama ki Te Rangi,New Zealand,1,500,380,122.13,02:02.1,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/380
V6,Junior 16 Men,Hui Hoa,Brazil,7,500,380,148.15,02:28.2,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/380
V6,Junior 16 Men,Hui Hoa,Brazil,DQ,1000,222,353.3,05:53.3,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/222
V6,Junior 16 Men,Nga Hoe Horo - Horo Mixed,New Zealand,3,500,380,129.15,02:09.1,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/380
V6,Junior 16 Women,31 Hawaiian,Hawai'i,3,1000,231,364.55,06:04.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/231
V6,Junior 16 Women,31 Hawaiian,Hawai'i,5,1000,346,361.99,06:02.0,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/346
V6,Junior 16 Women,31 Hawaiian,Hawai'i,5,500,379,153.65,02:33.6,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/379
V6,Junior 16 Women,86 Kilohana,Hawai'i,2,1000,230,351.16,05:51.2,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/230
V6,Junior 16 Women,86 Kilohana,Hawai'i,3,1000,346,352.26,05:52.3,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/346
V6,Junior 16 Women,86 Kilohana,Hawai'i,3,500,379,147.22,02:27.2,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/379
V6,Junior 16 Women,H Lokahi,Hawai'i,6,500,379,176.08,02:56.1,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/379
V6,Junior 16 Women,H Lokahi,Hawai'i,DQ,1000,230,417.85,06:57.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/230
V6,Junior 16 Women,Horouta Waka Ama - Puhi Kai Ariki,New Zealand,1,1000,231,333.3,05:33.3,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/231
V6,Junior 16 Women,Horouta Waka Ama - Puhi Kai Ariki,New Zealand,1,1000,346,330.89,05:30.9,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/346
V6,Junior 16 Women,Horouta Waka Ama - Puhi Kai Ariki,New Zealand,2,500,379,138.3,02:18.3,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/379
V6,Junior 16 Women,Nga Hoe Horo - Team Tiare,New Zealand,1,1000,230,341.16,05:41.2,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/230
V6,Junior 16 Women,Nga Hoe Horo - Team Tiare,New Zealand,1,500,379,137.1,02:17.1,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/379
V6,Junior 16 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,1000,346,333.77,05:33.8,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/346
V6,Junior 16 Women,Nga Hoe Horo - Tiare ki Tua,New Zealand,2,1000,231,362.7,06:02.7,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/231
V6,Junior 16 Women,Nga Hoe Horo - Tiare ki Tua,New Zealand,4,1000,346,360.95,06:01.0,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/346
V6,Junior 16 Women,Nga Hoe Horo - Tiare ki Tua,New Zealand,4,500,379,147.86,02:27.9,Final  4,https://www.liveresults.co.nz/competition/438/schedule/race/379
V6,Junior 19 Men,31 Hawaiian,Hawai'i,1,1000,193,303.26,05:03.3,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/193
V6,Junior 19 Men,31 Hawaiian,Hawai'i,2,1000,234,306.44,05:06.4,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/234
V6,Junior 19 Men,31 Hawaiian,Hawai'i,2,1000,290,300.5,05:00.5,Final  11,https://www.liveresults.co.nz/competition/438/schedule/race/290
V6,Junior 19 Men,31 Hawaiian,Hawai'i,5,500,332,122.42,02:02.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/332
V6,Junior 19 Men,4 Lanikai - Green,Hawai'i,2,1000,193,306.54,05:06.5,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/193
V6,Junior 19 Men,4 Lanikai - Green,Hawai'i,3,1000,235,318.7,05:18.7,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/235
V6,Junior 19 Men,4 Lanikai - Green,Hawai'i,3,500,332,118.99,01:59.0,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/332
V6,Junior 19 Men,4 Lanikai - Green,Hawai'i,4,500,372,121.89,02:01.9,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,4 Lanikai - Green,Hawai'i,5,1000,290,308.3,05:08.3,Final  11,https://www.liveresults.co.nz/competition/438/schedule/race/290
V6,Junior 19 Men,4 Lanikai - White,Hawai'i,3,1000,192,325.09,05:25.1,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/192
V6,Junior 19 Men,4 Lanikai - White,Hawai'i,5,1000,235,327.9,05:27.9,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/235
V6,Junior 19 Men,4 Lanikai - White,Hawai'i,5,500,331,124.44,02:04.4,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/331
V6,Junior 19 Men,53 Keaukaha,Hawai'i,3,1000,193,308.36,05:08.4,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/193
V6,Junior 19 Men,53 Keaukaha,Hawai'i,3,1000,234,320.9,05:20.9,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/234
V6,Junior 19 Men,53 Keaukaha,Hawai'i,4,500,332,121.15,02:01.2,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/332
V6,Junior 19 Men,53 Keaukaha,Hawai'i,5,500,372,123.73,02:03.7,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,CanWest,Canada,2,1000,192,323.43,05:23.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/192
V6,Junior 19 Men,CanWest,Canada,4,1000,235,324.03,05:24.0,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/235
V6,Junior 19 Men,CanWest,Canada,4,500,331,124.24,02:04.2,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/331
V6,Junior 19 Men,CanWest,Canada,8,500,372,129.1,02:09.1,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,H Lokahi (H1),Hawai'i,3,1000,191,335.09,05:35.1,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/191
V6,Junior 19 Men,H Lokahi (H1),Hawai'i,3,500,331,120.36,02:00.4,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/331
V6,Junior 19 Men,H Lokahi (H1),Hawai'i,4,1000,234,331.36,05:31.4,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/234
V6,Junior 19 Men,H Lokahi (H1),Hawai'i,7,500,372,124.73,02:04.7,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,H Lokahi (H2),Hawai'i,5,1000,191,363.12,06:03.1,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/191
V6,Junior 19 Men,H Lokahi (H2),Hawai'i,7,500,331,136.08,02:16.1,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/331
V6,Junior 19 Men,Horouta Waka Ama - 2005 Toyota Corolla,New Zealand,1,1000,192,317.91,05:17.9,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/192
V6,Junior 19 Men,Horouta Waka Ama - 2005 Toyota Corolla,New Zealand,1,1000,234,305.72,05:05.7,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/234
V6,Junior 19 Men,Horouta Waka Ama - 2005 Toyota Corolla,New Zealand,1,500,332,116.11,01:56.1,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/332
V6,Junior 19 Men,Horouta Waka Ama - 2005 Toyota Corolla,New Zealand,1,500,372,116.52,01:56.5,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,Horouta Waka Ama - 2005 Toyota Corolla,New Zealand,3,1000,290,301.48,05:01.5,Final  11,https://www.liveresults.co.nz/competition/438/schedule/race/290
V6,Junior 19 Men,Horouta Waka Ama - Tornado Sirens,New Zealand,2,1000,191,318.68,05:18.7,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/191
V6,Junior 19 Men,Horouta Waka Ama - Tornado Sirens,New Zealand,2,500,331,119.9,01:59.9,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/331
V6,Junior 19 Men,Horouta Waka Ama - Tornado Sirens,New Zealand,6,500,372,123.88,02:03.9,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,Horouta Waka Ama - Tornado Sirens,New Zealand,DQ,1000,234,318.35,05:18.3,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/234
V6,Junior 19 Men,Nga Hoe Horo - Black Broncos,New Zealand,1,1000,191,307.77,05:07.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/191
V6,Junior 19 Men,Nga Hoe Horo - Black Broncos,New Zealand,1,1000,235,307,05:07.0,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/235
V6,Junior 19 Men,Nga Hoe Horo - Black Broncos,New Zealand,1,1000,290,295.02,04:55.0,Final  11,https://www.liveresults.co.nz/competition/438/schedule/race/290
V6,Junior 19 Men,Nga Hoe Horo - Black Broncos,New Zealand,1,500,331,115.49,01:55.5,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/331
V6,Junior 19 Men,Nga Hoe Horo - Black Broncos,New Zealand,2,500,372,116.87,01:56.9,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,Nga Hoe Horo - Black Hammers,New Zealand,2,1000,235,312.93,05:12.9,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/235
V6,Junior 19 Men,Nga Hoe Horo - Black Hammers,New Zealand,2,500,332,117.79,01:57.8,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/332
V6,Junior 19 Men,Nga Hoe Horo - Black Hammers,New Zealand,3,500,372,121,02:01.0,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/372
V6,Junior 19 Men,Nga Hoe Horo - Black Hammers,New Zealand,4,1000,193,310.05,05:10.0,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/193
V6,Junior 19 Men,Nga Hoe Horo - Black Hammers,New Zealand,4,1000,290,305.58,05:05.6,Final  11,https://www.liveresults.co.nz/competition/438/schedule/race/290
V6,Junior 19 Men,PACIFICOS,Chile,4,1000,191,340.44,05:40.4,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/191
V6,Junior 19 Men,PACIFICOS,Chile,6,500,331,127.03,02:07.0,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/331
V6,Junior 19 Men,Te Aputa Tira Hoe -  Te Au Hīrere,New Zealand,4,1000,192,345.17,05:45.2,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/192
V6,Junior 19 Men,Te Aputa Tira Hoe - Underage,New Zealand,6,500,332,128.41,02:08.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/332
V6,Junior 19 Women,31 Hawaiian,Hawai'i,4,500,335,136.37,02:16.4,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/335
V6,Junior 19 Women,31 Hawaiian,Hawai'i,6,500,371,140.8,02:20.8,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Junior 19 Women,31 Hawaiian,Hawai'i,DQ,1000,181,351.89,05:51.9,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/181
V6,Junior 19 Women,53 Keaukaha,Hawai'i,1,1000,180,377.93,06:17.9,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/180
V6,Junior 19 Women,53 Keaukaha,Hawai'i,4,1000,202,376.16,06:16.2,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/202
V6,Junior 19 Women,53 Keaukaha,Hawai'i,5,500,335,145.97,02:26.0,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/335
V6,Junior 19 Women,86 Kilohana,Hawai'i,3,1000,181,353.82,05:53.8,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/181
V6,Junior 19 Women,86 Kilohana,Hawai'i,3,1000,202,351.87,05:51.9,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/202
V6,Junior 19 Women,86 Kilohana,Hawai'i,3,500,335,134.29,02:14.3,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/335
V6,Junior 19 Women,86 Kilohana,Hawai'i,5,1000,238,362.53,06:02.5,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/238
V6,Junior 19 Women,86 Kilohana,Hawai'i,5,500,371,140.76,02:20.8,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Junior 19 Women,CanWest,Canada,3,1000,180,395.17,06:35.2,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/180
V6,Junior 19 Women,CanWest,Canada,4,1000,203,367.84,06:07.8,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/203
V6,Junior 19 Women,CanWest,Canada,4,500,336,144.61,02:24.6,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/336
V6,Junior 19 Women,CanWest,Canada,8,500,371,149.89,02:29.9,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Junior 19 Women,H Lokahi,Hawai'i,3,1000,182,403.1,06:43.1,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/182
V6,Junior 19 Women,H Lokahi,Hawai'i,5,1000,202,390.48,06:30.5,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/202
V6,Junior 19 Women,H Lokahi,Hawai'i,5,500,336,150.62,02:30.6,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/336
V6,Junior 19 Women,Horouta Waka Ama - Manawahine,New Zealand,1,1000,182,334.9,05:34.9,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/182
V6,Junior 19 Women,Horouta Waka Ama - Manawahine,New Zealand,1,1000,202,330.82,05:30.8,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/202
V6,Junior 19 Women,Horouta Waka Ama - Manawahine,New Zealand,1,1000,238,330.52,05:30.5,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/238
V6,Junior 19 Women,Horouta Waka Ama - Manawahine,New Zealand,1,500,336,127.85,02:07.8,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/336
V6,Junior 19 Women,Horouta Waka Ama - Manawahine,New Zealand,1,500,371,131.96,02:12.0,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Junior 19 Women,Horouta Waka Ama - Suzuki Swift,New Zealand,1,1000,181,334.99,05:35.0,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/181
V6,Junior 19 Women,Horouta Waka Ama - Suzuki Swift,New Zealand,1,1000,203,327.68,05:27.7,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/203
V6,Junior 19 Women,Horouta Waka Ama - Suzuki Swift,New Zealand,1,500,335,132.96,02:13.0,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/335
V6,Junior 19 Women,Horouta Waka Ama - Suzuki Swift,New Zealand,2,1000,238,335.47,05:35.5,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/238
V6,Junior 19 Women,Horouta Waka Ama - Suzuki Swift,New Zealand,3,500,371,136,02:16.0,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Junior 19 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,1000,181,340.65,05:40.7,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/181
V6,Junior 19 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,1000,203,332.85,05:32.8,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/203
V6,Junior 19 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,500,336,132.18,02:12.2,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/336
V6,Junior 19 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,500,371,135.52,02:15.5,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Junior 19 Women,Nga Hoe Horo - Team Tiare,New Zealand,3,1000,238,344.19,05:44.2,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/238
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Blue,New Zealand,2,1000,182,355.16,05:55.2,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/182
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Blue,New Zealand,2,1000,202,348.29,05:48.3,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/202
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Blue,New Zealand,3,500,336,133.26,02:13.3,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/336
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Blue,New Zealand,4,1000,238,346.78,05:46.8,Final  12,https://www.liveresults.co.nz/competition/438/schedule/race/238
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Blue,New Zealand,4,500,371,136.17,02:16.2,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Red,New Zealand,4,1000,180,400.64,06:40.6,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/180
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Red,New Zealand,5,1000,203,398.11,06:38.1,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/203
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Red,New Zealand,6,500,335,149.89,02:29.9,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/335
V6,Junior 19 Women,Tiare Ki Tai,New Zealand,2,1000,180,381.59,06:21.6,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/180
V6,Junior 19 Women,Tiare Ki Tai,New Zealand,2,500,335,133.64,02:13.6,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/335
V6,Junior 19 Women,Tiare Ki Tai,New Zealand,3,1000,203,365.28,06:05.3,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/203
V6,Junior 19 Women,Tiare Ki Tai,New Zealand,7,500,371,141.53,02:21.5,Final  3,https://www.liveresults.co.nz/competition/438/schedule/race/371
V6,Master 40 Men,33 Kihei,Hawai'i,2,1000,227,315.82,05:15.8,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/227
V6,Master 40 Men,33 Kihei,Hawai'i,2,1000,266,314.08,05:14.1,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/266
V6,Master 40 Men,33 Kihei,Hawai'i,3,500,348,125.44,02:05.4,Repechage  12,https://www.liveresults.co.nz/competition/438/schedule/race/348
V6,Master 40 Men,33 Kihei,Hawai'i,4,1000,278,310.92,05:10.9,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/278
V6,Master 40 Men,33 Kihei,Hawai'i,5,500,319,122.5,02:02.5,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/319
V6,Master 40 Men,35 Na Kai 'Ewalu,Hawai'i,4,1000,224,326.96,05:27.0,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/224
V6,Master 40 Men,35 Na Kai 'Ewalu,Hawai'i,4,500,320,121.35,02:01.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/320
V6,Master 40 Men,35 Na Kai 'Ewalu,Hawai'i,8,500,348,128.51,02:08.5,Repechage  12,https://www.liveresults.co.nz/competition/438/schedule/race/348
V6,Master 40 Men,4 Lanikai,Hawai'i,1,1000,266,309.54,05:09.5,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/266
V6,Master 40 Men,4 Lanikai,Hawai'i,1,500,319,116.27,01:56.3,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/319
V6,Master 40 Men,4 Lanikai,Hawai'i,2,1000,225,308.32,05:08.3,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/225
V6,Master 40 Men,4 Lanikai,Hawai'i,2,1000,278,304.69,05:04.7,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/278
V6,Master 40 Men,4 Lanikai,Hawai'i,3,1000,333,302.84,05:02.8,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/333
V6,Master 40 Men,4 Lanikai,Hawai'i,4,500,384,121.44,02:01.4,Final  5,https://www.liveresults.co.nz/competition/438/schedule/race/384
V6,Master 40 Men,Akarana - Hoe Toa,New Zealand,1,1000,224,307.03,05:07.0,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/224
V6,Master 40 Men,Akarana - Hoe Toa,New Zealand,1,1000,277,299.94,04:59.9,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/277
V6,Master 40 Men,Akarana - Hoe Toa,New Zealand,1,1000,333,291.88,04:51.9,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/333
V6,Master 40 Men,Akarana - Hoe Toa,New Zealand,1,500,320,114.52,01:54.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/320
V6,Master 40 Men,Akarana - Hoe Toa,New Zealand,2,500,384,116.05,01:56.1,Final  5,https://www.liveresults.co.nz/competition/438/schedule/race/384
V6,Master 40 Men,Amui Tane,Germany,3,1000,227,330.26,05:30.3,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/227
V6,Master 40 Men,Amui Tane,Germany,3,1000,267,321.16,05:21.2,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/267
V6,Master 40 Men,Amui Tane,Germany,7,500,321,125.35,02:05.3,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/321
V6,Master 40 Men,BRA VA'A A,Brazil,2,500,321,113.29,01:53.3,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/321
V6,Master 40 Men,BRA VA'A A,Brazil,3,500,384,118.16,01:58.2,Final  5,https://www.liveresults.co.nz/competition/438/schedule/race/384
V6,Master 40 Men,BRA VA'A A,Brazil,DQ,1000,225,341.33,05:41.3,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/225
V6,Master 40 Men,Calgary Canoe Club,Canada,3,1000,224,322.5,05:22.5,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/224
V6,Master 40 Men,Calgary Canoe Club,Canada,4,1000,267,326.35,05:26.3,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/267
V6,Master 40 Men,Calgary Canoe Club,Canada,4,500,348,126.82,02:06.8,Repechage  12,https://www.liveresults.co.nz/competition/438/schedule/race/348
V6,Master 40 Men,Calgary Canoe Club,Canada,5,500,320,122.4,02:02.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/320
V6,Master 40 Men,CARIOCA VA'A,Brazil,1,1000,226,325.08,05:25.1,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/226
V6,Master 40 Men,CARIOCA VA'A,Brazil,4,500,319,121.8,02:01.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/319
V6,Master 40 Men,CARIOCA VA'A,Brazil,5,1000,277,341.8,05:41.8,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/277
V6,Master 40 Men,CARIOCA VA'A,Brazil,7,500,348,127.55,02:07.6,Repechage  12,https://www.liveresults.co.nz/competition/438/schedule/race/348
V6,Master 40 Men,Chinook,Canada,2,500,348,124.93,02:04.9,Repechage  12,https://www.liveresults.co.nz/competition/438/schedule/race/348
V6,Master 40 Men,Chinook,Canada,3,1000,228,331.47,05:31.5,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/228
V6,Master 40 Men,Chinook,Canada,3,500,321,119.42,01:59.4,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/321
V6,Master 40 Men,Chinook,Canada,7,500,384,125.24,02:05.2,Final  5,https://www.liveresults.co.nz/competition/438/schedule/race/384
V6,Master 40 Men,Chinook,Canada,DNS,1000,266,,,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/266
V6,Master 40 Men,Eagle Mountain Outrigger,Sweden,2,500,319,118.58,01:58.6,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/319
V6,Master 40 Men,Eagle Mountain Outrigger,Sweden,4,1000,227,337,05:37.0,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/227
V6,Master 40 Men,Eagle Mountain Outrigger,Sweden,6,500,384,124.94,02:04.9,Final  5,https://www.liveresults.co.nz/competition/438/schedule/race/384
V6,Master 40 Men,FNQ Far North Queensland,Australia,3,1000,226,335.36,05:35.4,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/226
V6,Master 40 Men,FNQ Far North Queensland,Australia,5,1000,267,337.48,05:37.5,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/267
V6,Master 40 Men,FNQ Far North Queensland,Australia,8,500,321,125.77,02:05.8,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/321
V6,Master 40 Men,HE'E NALU,Brazil,1,1000,227,313.36,05:13.4,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/227
V6,Master 40 Men,HE'E NALU,Brazil,2,1000,277,306.69,05:06.7,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/277
V6,Master 40 Men,HE'E NALU,Brazil,2,500,320,116.58,01:56.6,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/320
V6,Master 40 Men,HE'E NALU,Brazil,5,1000,333,307.86,05:07.9,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/333
V6,Master 40 Men,HE'E NALU,Brazil,5,500,384,124.46,02:04.5,Final  5,https://www.liveresults.co.nz/competition/438/schedule/race/384
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,1,1000,228,314.76,05:14.8,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/228
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,1,500,348,122.75,02:02.8,Repechage  12,https://www.liveresults.co.nz/competition/438/schedule/race/348
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,3,1000,278,310.67,05:10.7,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/278
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,3,500,320,118.48,01:58.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/320
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,4,1000,333,304.72,05:04.7,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/333
V6,Master 40 Men,Mont-dore Shell Vaa 1,New Caledonia,DQ,500,384,117.41,01:57.4,Final  5,https://www.liveresults.co.nz/competition/438/schedule/race/384
