Race Number,Class,Boat Type,Distance,Round,ResultsPage,Place,Club,Country,Time,Time (s)
087,Open Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,3,KAIHA AKAHEE,France,2:31.56,151.56
087,Open Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,4,O'GRADY Jonathan,Great Britain,2:33.35,153.35
087,Open Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,5,ROMERO BUGUEÑO Carlos,Chile,2:37.81,157.81
087,Open Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,6,PANG Bryceson,Hawai'i,2:39.04,159.04
087,Open Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,7,MORENO NARBONA Alvaro,Panama,2:45.44,165.44
088,Master 60 Women,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,1,37 Lae'ula O Kai (10),Hawai'i,2:24.33,144.33
088,Master 60 Women,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,2,Mooloolaba,Australia,2:24.48,144.48
088,Master 60 Women,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,3,60D Waikoloa (4),Hawai'i,2:25.34,145.34
088,Master 60 Women,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,4,False Creek Racing Canoe Club,Canada,2:31.66,151.66
088,Master 60 Women,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,5,Aratika Water Sports - Whaitere Pounamu,New Zealand,2:40.39,160.39
088,Master 60 Women,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,6,Salish Sea,Canada,2:45.43,165.43
089,Open Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,HIDALGO-IKA Jose,Rapa Nui,2:27.29,147.29
089,Open Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,2,LEGAVRE Benjamin,New Caledonia,2:27.99,147.99
089,Open Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,3,KUHLMANN Torben,Germany,2:35.68,155.68
089,Open Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,4,SAN NICOLAS Vince,USA,2:37.29,157.29
089,Open Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,5,CRANFIELD Cameron,Australia,2:40.84,160.84
089,Open Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,6,ANG Ken,Canada,2:40.91,160.91
089,Open Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,7,LAU Jackson,USA,2:43.38,163.38
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,FNQ Far North Queensland,Australia,2:19.67,139.67
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,R Haleiwa Outrigger (4),Hawai'i,2:19.67,139.67
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,3,Can West,Canada,2:21.56,141.56
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,4,Taranaki Outrigger Canoe - Hiringa Wahine,New Zealand,2:22.86,142.86
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,5,31 Hawaiian (85),Hawai'i,2:32.05,152.05
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,6,Calgary Canoe Club,Canada,2:33.86,153.86
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,7,ORCA 50's,USA,2:36.21,156.21
092,Master 50 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,8,MAKAIRA / Hei Hei,Brazil,2:46.45,166.45
096,Master 50 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Taniwha Outrigger Canoe - Taniwha Wahinez,New Zealand,2:17.31,137.31
096,Master 50 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,2,CANOMAMA / Hoe Tribe,Brazil,2:20.32,140.32
096,Master 50 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,3,37 Lae'ula O Kai,Hawai'i,2:28.00,148
096,Master 50 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,4,Outrigger Whitsunday,Australia,2:32.68,152.68
096,Master 50 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,5,Salish Sea Fort Langley,Canada,2:41.30,161.3
096,Master 50 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,6,ORCA 50s -2,USA,2:41.54,161.54
096,Master 50 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,7,Hurricanes Moana (Ladies 50s),Great Britain,2:43.17,163.17
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,1,AMUNDSON Jon,Canada,2:56.72,176.72
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,2,SALLAS KALEIWOHI Dennis,Hawai'i,2:57.32,177.32
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,3,ROBERTS John,Canada,2:57.88,177.88
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,4,DEGROOT Dave,USA,2:58.75,178.75
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,GOODALE David,Hawai'i,3:05.93,185.93
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,6,CURTIS Terry,Canada,3:07.82,187.82
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,7,FARRANCE Alan,Great Britain,3:19.55,199.55
099,Master 70 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,DNS,EDGEHILL Jack,Hawai'i,,null
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,1,TOWN Katherine,Canada,3:21.48,201.48
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,2,MOHS Ann,Canada,3:23.04,203.04
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,DQ,MCCOLL Barbara,Canada,3:24.22,204.22
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,3,ROBB Linda,Hawai'i,3:31.61,211.61
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,4,WEBSTER Liz,New Zealand,3:36.58,216.58
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,DOYLE Sally,Australia,3:47.69,227.69
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,6,JEAVONS Sue,Great Britain,3:51.83,231.83
100,Master 70 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,DQ,ARCHDEKIN Lorene,Canada,6:44.00,404
101,Open Women,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,EYCHENNE ILOHA,France,2:41.02,161.02
101,Open Women,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,2,MOKE Hope,New Zealand,2:48.57,168.57
101,Open Women,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,3,VITTORAZZO Luana,Brazil,2:57.13,177.13
101,Open Women,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,4,KLAUS Kristi,Singapore,2:57.57,177.57
101,Open Women,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,5,SHANK Lindsay,Hawai'i,2:58.27,178.27
101,Open Women,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,6,MATEUS Mariana,Brazil,3:04.69,184.69
101,Open Women,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,7,RIQUELME HENRIQUEZ CATALINA,Chile,3:30.72,210.72
102,Open Women,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,ZILG April,USA,2:37.82,157.82
102,Open Women,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,2,CAIRNS Anne,Samoa,2:44.81,164.81
102,Open Women,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,3,HOEY Nicola,Australia,2:51.55,171.55
102,Open Women,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,4,CHESNY Zoey,USA,2:58.47,178.47
102,Open Women,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,5,MAKUA Ka-Lei-Kau-Maka,Hawai'i,3:01.53,181.53
102,Open Women,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,6,SEIPLE Ingrid,Hawai'i,3:03.03,183.03
102,Open Women,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,7,OLIVARES DÍAZ Camila,Chile,3:10.06,190.06
103,Open Women,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,STANLEY Leanne,Canada,2:51.64,171.64
103,Open Women,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,2,RAY Betsy,Great Britain,2:58.93,178.93
103,Open Women,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,3,LIM Erin,Canada,3:01.29,181.29
103,Open Women,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,4,DILLAN Daniela,Brazil,3:01.38,181.38
103,Open Women,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,5,BOSTON Kayla,Canada,3:03.61,183.61
103,Open Women,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,6,CARROLL Kim,USA,3:05.66,185.66
103,Open Women,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,7,FISCHER Maria,Germany,3:05.94,185.94
104,Open Women,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,HAPI Ngatuire,New Zealand,2:56.14,176.14
104,Open Women,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,2,STEVENSON Jasmin,New Zealand,2:56.81,176.81
104,Open Women,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,3,MASOTTI DUARTE Sofia,Chile,3:06.42,186.42
104,Open Women,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,4,QUICHOCHO Kia,Guam,3:07.99,187.99
104,Open Women,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,5,PARTAL Vanesa,Great Britain,3:14.47,194.47
104,Open Women,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,6,SCHAARE Jamie-Lee,Germany,3:18.99,198.99
104,Open Women,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,7,SEWARD Jennea,Canada,3:32.00,212
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Mont-dore Shell,New Caledonia,2:02.58,122.58
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,2,FCRCC Star Nation,Canada,2:03.96,123.96
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,3,HERE TAINA,Chile,2:05.41,125.41
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,4,H Lokahi,Hawai'i,2:07.06,127.06
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,5,Maui,Hawai'i,2:07.50,127.5
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,6,Far North Queensland,Australia,2:07.52,127.52
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,7,PRCC Vainau Toa,Great Britain,2:09.05,129.05
105,Open Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,8,ORCA,USA,2:12.01,132.01
106,Open Women,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,WILLIAMS Akayshia,New Zealand,2:41.54,161.54
106,Open Women,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,2,NEBAUER Ada,Australia,2:51.18,171.18
106,Open Women,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,3,MAINGUET Cynthia,New Caledonia,2:56.18,176.18
106,Open Women,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,4,ELLIOTT Rachel,Great Britain,3:12.48,192.48
106,Open Women,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,5,MIGALBIN January,Singapore,3:12.49,192.49
106,Open Women,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,6,SCHAARE Michiko,Germany,3:14.83,194.83
106,Open Women,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,7,KAGEYAMA Machiko,Singapore,3:29.00,209
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,1,DURBAN Mel,Canada,3:01.85,181.85
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,2,RASMUSSEN Jenny,Australia,3:12.46,192.46
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,3,ROCHA ZULEIA,Brazil,3:12.86,192.86
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,4,STEWART Ngahieki,New Zealand,3:13.90,193.9
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,CHRISTENSEN Lynn,Hawai'i,3:14.99,194.99
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,6,WILLIAMS Anne,Australia,3:18.66,198.66
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,7,PATTEL Kerry,Australia,3:20.64,200.64
107,Master 60 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,8,WEISS Vanessa,Hawai'i,3:22.18,202.18
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,1,KARLS Tommy,Sweden,2:42.83,162.83
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,2,GUYOT Pierre,Fiji,2:44.94,164.94
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,3,THOMAS George,New Zealand,2:46.72,166.72
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,4,FUHRMANN Marek,Germany,2:47.72,167.72
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,5,PRYOR Lyle,New Zealand,2:49.47,169.47
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,6,BAILEY Claude,Great Britain,2:49.71,169.71
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,7,KRUSZELNICKI Peter,Great Britain,2:49.80,169.8
108,Master 60 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/108,8,UNDERWOOD Jim,Canada,2:55.12,175.12
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,1,Horouta Waka Ama - Woolley Kumara,New Zealand,1:56.05,116.05
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,2,Va'a Brasilia/ Esquilo Sports,Brazil,1:57.92,117.92
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,3,Black Bronco's,New Zealand,2:00.77,120.77
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,4,4 Lanikai,Hawai'i,2:01.27,121.27
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,5,HUI HOA / Esquilo Sports,Brazil,2:02.51,122.51
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,6,MAREA ROJA,Chile,2:04.24,124.24
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,DQ,OCUK Open Men,Great Britain,2:05.98,125.98
109,Open Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/109,7,Singapore Paddle Club,Singapore,2:08.18,128.18
110,Junior 16 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/110,1,RETI Chelsea,New Zealand,2:56.90,176.9
110,Junior 16 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/110,2,WILLIAMS-HARRIS Eternity,New Zealand,3:00.86,180.86
110,Junior 16 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/110,3,TOLOA Marnie,New Zealand,3:02.87,182.87
110,Junior 16 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/110,4,MAKUA Kahiau,Hawai'i,3:03.77,183.77
110,Junior 16 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/110,5,CROWE Jessica,Australia,3:06.65,186.65
110,Junior 16 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/110,6,MORRIS Sakora,Canada,3:13.49,193.49
110,Junior 16 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/110,7,SILVER-DOUGLAS Emily,Canada,3:42.72,222.72
111,Junior 16 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/111,1,PIRIPI Waitangi,New Zealand,2:54.41,174.41
111,Junior 16 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/111,2,MORETE Taylynn,New Zealand,2:55.06,175.06
111,Junior 16 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/111,3,BROOKING Hinekahukura,New Zealand,2:57.47,177.47
111,Junior 16 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/111,4,MUÑOZ GONZALEZ Belen,Chile,3:03.15,183.15
111,Junior 16 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/111,5,CAREY Maka,Hawai'i,3:07.00,187
111,Junior 16 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/111,6,SCHIPPEL Jaya,Canada,3:37.89,217.89
111,Junior 16 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/111,7,PANG Gerricka,Hawai'i,3:43.07,223.07
112,Master 75 Men,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/112,1,8 Outrigger - Team Makules (11),Hawai'i,2:21.38,141.38
112,Master 75 Men,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/112,2,Maui,Hawai'i,2:37.04,157.04
112,Master 75 Men,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/112,3,11 Anuenue,Hawai'i,2:39.53,159.53
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,1,MAYES Keni,Great Britain,3:04.71,184.71
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,2,ROLFE Kate,Australia,3:13.75,193.75
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,3,SIARIS Steph,USA,3:17.03,197.03
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,4,BARBOSA Larissa,Brazil,3:19.55,199.55
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,5,PLANK Birgit,Germany,3:25.58,205.58
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,6,MICHELUCCI Georgia,Brazil,3:26.02,206.02
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,7,ROUMILLAC Dayse,Brazil,3:34.94,214.94
113,Master 50 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/113,DQ,FREEMAN Laura,USA,4:01.66,241.66
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,1,BECK Hobey,Hawai'i,2:31.19,151.19
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,2,BORLE Scott,Canada,2:34.27,154.27
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,3,FINAU Ben,Samoa,2:37.80,157.8
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,4,DORRIES Peter,Australia,2:39.70,159.7
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,5,FERRI DE BARROS Fabio,Canada,2:41.56,161.56
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,6,TRUNKS Andy,Great Britain,2:42.74,162.74
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,7,MATTHEWS Mike,Singapore,2:44.06,164.06
114,Master 50 Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/114,8,MORGAN Rhys,Australia,2:56.68,176.68
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,1,SCHMITT Bertrand,New Caledonia,2:35.92,155.92
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,2,MITCHELL Joe,Great Britain,2:41.58,161.58
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,3,MIHALYI Tamas,Canada,2:50.56,170.56
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,4,DENHOLM Brian,Great Britain,2:51.00,171
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,5,EILERT Thomas,Germany,2:52.59,172.59
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,6,LENITSCHEK Bodo,Germany,2:54.23,174.23
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,7,MONTEIRO Norberto,Brazil,3:01.62,181.62
115,Master 50 Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/115,DNS,JARA CASTRO Leandro,Chile,,null
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,1,ITI Jared,New Zealand,2:28.87,148.87
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,2,AUKARA Jimmy,France,2:29.14,149.14
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,3,THOMSON Olly,Great Britain,2:30.88,150.88
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,4,O'GRADY Jonathan,Great Britain,2:33.18,153.18
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,5,WILLIAMS James,Great Britain,2:33.30,153.3
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,6,CHIANG Michael,USA,2:42.06,162.06
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,7,KUHLMANN Torben,Germany,2:42.90,162.9
116,Open Men,V1,500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/116,8,CRANFIELD Cameron,Australia,2:49.20,169.2
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,1,TERIITEMATAUA PENI,France,2:34.37,154.37
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,2,BUDAY Marton,Germany,2:37.61,157.61
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,3,MCLEOD George,Canada,2:38.56,158.56
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,4,MEDEIROS RODRIGO,Brazil,2:38.86,158.86
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,5,KAIHA AKAHEE,France,2:44.58,164.58
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,6,WALSH Matthew,Australia,2:45.05,165.05
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,7,SAN NICOLAS Vince,USA,2:45.55,165.55
117,Open Men,V1,500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/117,8,ROMERO BUGUEÑO Carlos,Chile,2:48.33,168.33
118,Master 75 Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/118,1,4 Lanikai (58),Hawai'i,3:03.28,183.28
118,Master 75 Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/118,2,33 Kihei,Hawai'i,3:03.92,183.92
119,Master 40 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/119,1,CAMPBELL Kiwi,New Zealand,2:51.32,171.32
119,Master 40 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/119,2,CAIRNS Anne,Samoa,2:55.15,175.15
119,Master 40 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/119,3,RETI Siobhan,New Zealand,2:59.82,179.82
119,Master 40 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/119,4,MULLINS Stefanie,Great Britain,3:00.90,180.9
119,Master 40 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/119,5,JAIN Kamini,Canada,3:01.71,181.71
